Name,Latitude,Longitude,Address,Access,Fee,Bidet,Source
Public Restroom near Saint Raymund Street,9.3217884,123.2935376,"Saint Raymund Street, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near San Jose Street,9.3083684,123.3052334,"San Jose Street, Dumaguete, Negros Oriental",customers,unknown,no,OpenStreetMap
Public Restroom near San Juan Street,9.3089973,123.305954,"San Juan Street, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Senator Lorenzo G. Teves Street Extension,9.3020412,123.2978033,"Senator Lorenzo G. Teves Street Extension, Dumaguete, Negros Oriental",public,unknown,no,OpenStreetMap
Public Restroom near Skittle Pass,9.3091762,123.3092938,"Skittle Pass, Dumaguete, Negros Oriental",customers,no,no,OpenStreetMap
Public Restroom near The Boulevard,9.3052169,123.3108357,"The Boulevard, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near The Boulevard,9.306168,123.3114537,"The Boulevard, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Public Restroom near Veterans Avenue,9.3118825,123.3050554,"Veterans Avenue, Dumaguete, Negros Oriental",public,no,no,OpenStreetMap
Pulantubig Barangay Hall,9.32435,123.29254,,public,unknown,yes,User Provided (Bidet List)
QCK's Store,9.3042994,123.300596,Colon Extention,customers,no,no,OpenStreetMap (Commercial)
Quarto Dgte,9.3249,123.30809,N/A,customers,no,yes,User Provided (Bidet List v3)
Quezon Park Restrooms,9.306,123.3085,"Perdices St, Dumaguete City",public,no,no,Manual Research
Qyosko,9.303695,123.3081416,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
RCBC,9.3066884,123.3061705,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
RCBC,9.3059088,123.3087402,,customers,no,no,OpenStreetMap (Commercial)
RD,9.3039936,123.3054578,Acias Pinili Street,customers,no,no,OpenStreetMap (Commercial)
RD,9.3084839,123.3080963,,customers,no,no,OpenStreetMap (Commercial)
RD Pawn Shop,9.2987575,123.3023758,,customers,no,no,OpenStreetMap (Commercial)
RE Auto Parts and Electrical Shop,9.3044003,123.3017425,,customers,no,no,OpenStreetMap (Commercial)
RJ Mart,9.3068838,123.3072344,,customers,no,no,OpenStreetMap (Commercial)
RJ-Ryan Sari-Sari Store,9.3286908,123.2863509,,customers,no,no,OpenStreetMap (Commercial)
RM Guest House & Grand Royal Spa,9.326062,123.298063,N/A,customers,no,yes,User Provided (Bidet List v3)
RM Newsmag and Convenience Store,9.3261607,123.2982424,,customers,no,no,OpenStreetMap (Commercial)
RRMs Enterprise Dumaguete,9.3028449,123.3083741,,customers,no,no,OpenStreetMap (Commercial)
RTPM-DSHS School Canteen,9.3222087,123.2950922,Maria Asuncion Avenue,customers,no,no,OpenStreetMap (Commercial)
RUSCO,9.3284423,123.2964662,,customers,no,no,OpenStreetMap (Commercial)
Racks and shelves Enterprise,9.3057927,123.3009732,,customers,no,no,OpenStreetMap (Commercial)
Raddi,9.3088767,123.3054665,,customers,no,no,OpenStreetMap (Commercial)
Rago's Fastfood,9.3014964,123.2992425,,customers,no,no,OpenStreetMap (Commercial)
Real Eatery,9.3045281,123.301652,Senator Lorenzo G. Teves Extension,customers,no,no,OpenStreetMap (Commercial)
Red Ribbon,9.3060432,123.3076623,,customers,no,no,OpenStreetMap (Commercial)
Red Ribbon,9.3079329,123.3075734,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Red Ribbon,9.3235607,123.2985765,,customers,no,no,OpenStreetMap (Commercial)
Red Star Marketing,9.3045691,123.3069853,,customers,no,no,OpenStreetMap (Commercial)
Regudo Sari Sari Store,9.3199601,123.2959245,E. J. Blanco Extension,customers,no,no,OpenStreetMap (Commercial)
Reinigen Water Refilling Station,9.3188835,123.3008526,,customers,no,no,OpenStreetMap (Commercial)
Rejja Laundry,9.306069,123.3026746,,customers,no,no,OpenStreetMap (Commercial)
Rejoice Harware Store,9.3048653,123.3048251,,customers,no,no,OpenStreetMap (Commercial)
Rejoice Home Ideas,9.3049394,123.3050138,,customers,no,no,OpenStreetMap (Commercial)
Relaxato Nature,9.3081981,123.3062353,,customers,no,no,OpenStreetMap (Commercial)
Rest N Go,9.3232854,123.2976517,,customers,no,no,OpenStreetMap (Commercial)
Restroom at The Bakery,9.3070629,123.2999083,"Doctor Vicente Locsin Street, Dumaguete, Negros Oriental",customers,no,no,OpenStreetMap
Ribshack,9.2990095,123.3033027,,customers,no,no,OpenStreetMap (Commercial)
Rice Box,9.3195468,123.3073793,,customers,no,no,OpenStreetMap (Commercial)
Ricky's Grocery Store,9.3065455,123.3072552,,customers,no,no,OpenStreetMap (Commercial)
Riverside Lodge,9.3028872,123.3052987,,customers,no,no,OpenStreetMap (Commercial)
Rizal Boulevard Public Toilet (South End),9.3044,123.3108,"Rizal Boulevard, Dumaguete City",public,yes (approx. 2-5 PHP),no,Manual Research
Robert Auto Parts,9.2921474,123.297934,,customers,no,no,OpenStreetMap (Commercial)
Robert's Auto Parts,9.3039206,123.3058442,,customers,no,no,OpenStreetMap (Commercial)
Robinsons Appliances,9.2986597,123.3037228,,customers,no,no,OpenStreetMap (Commercial)
Robinsons Appliances,9.3075718,123.3078653,,customers,no,no,OpenStreetMap (Commercial)
Robinsons Bank,9.2982436,123.3043711,Lamberto Macias Avenue,customers,no,no,OpenStreetMap (Commercial)
Robinsons Department Store,9.2985869,123.303855,,customers,no,no,OpenStreetMap (Commercial)
Robinsons Dumaguete,9.2983894,123.3036364,Lamberto Macias Avenue,customers,no,no,OpenStreetMap (Commercial)
Robinsons Place Dumaguete Restrooms,9.2979,123.3043,"Lamberto Macias Rd, Dumaguete City",public,no,no,Manual Research
Robinsons Place Mall Calindagan,9.298188,123.303188,,public,no,yes,User Provided (Bidet List)
Robinsons Supermarket,9.2987738,123.3034996,,customers,no,no,OpenStreetMap (Commercial)
Robinsons Supermarket,9.3076062,123.3077836,Governor Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Robinsons Supermarket Perdices,9.307562,123.307812,N/A,public,no,yes,User Provided (Bidet List v3)
Roda's Eatery,9.3188933,123.3028232,Yakal Street,customers,no,no,OpenStreetMap (Commercial)
Rodolfo B. Gonzales Museum of Natural History,9.3114824,123.3062138,,public,no,no,OpenStreetMap (Commercial)
Rods mart tailoring ,9.2978556,123.301712,,customers,no,no,OpenStreetMap (Commercial)
Rollin' Pin,9.31192,123.30793,,public/customers,unknown,yes,User Provided (Bidet List)
Roots,9.3237338,123.311692,Flores Avenue Extension,customers,no,no,OpenStreetMap (Commercial)
Rose Heaven Bakehaus,9.3285739,123.3074257,,customers,no,no,OpenStreetMap (Commercial)
Rose Pharmacy,9.3079979,123.3073269,,customers,no,no,OpenStreetMap (Commercial)
Rose Pharmacy,9.3102423,123.3073092,,customers,no,no,OpenStreetMap (Commercial)
Rose Pharmacy,9.301557,123.2977932,,customers,no,no,OpenStreetMap (Commercial)
Rose Pharmacy,9.3083376,123.3075424,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Rose Pharmacy,9.2997368,123.3059536,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Rovira Suites,9.3265652,123.3014278,L. Rovira East Road,customers,no,no,OpenStreetMap (Commercial)
Royal Lodge Travelers,9.3128599,123.309188,,customers,no,no,OpenStreetMap (Commercial)
Royal Stitch,9.3073925,123.3072097,,customers,no,no,OpenStreetMap (Commercial)
Royal Thai Spa,9.3134217,123.3096117,Flores Avenue,customers,no,no,OpenStreetMap (Commercial)
Royale QXV,9.297817,123.2956919,,customers,no,no,OpenStreetMap (Commercial)
Rural Bank of Bacong,9.3197024,123.307248,,customers,no,no,OpenStreetMap (Commercial)
Rural Bank of Sta. Catalina,9.3041298,123.3078961,,customers,no,no,OpenStreetMap (Commercial)
"Rural Bank of Tanjay, Inc.",9.3165719,123.3019924,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Rusi,9.3034383,123.3062221,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
Ryu Sushi,9.3236469,123.3115192,,customers,no,no,OpenStreetMap (Commercial)
SAV Motor Parts,9.304586,123.3072587,,customers,no,no,OpenStreetMap (Commercial)
SG Bank,9.3084731,123.305449,,customers,no,no,OpenStreetMap (Commercial)
SG Hardware and Lumber Supply,9.3035008,123.305878,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
SUDS Laundry Services,9.3166367,123.30658,,customers,no,no,OpenStreetMap (Commercial)
Sachi,9.3201655,123.3123631,,customers,no,no,OpenStreetMap (Commercial)
Salon De Rose,9.3223984,123.3119115,,customers,no,no,OpenStreetMap (Commercial)
Salt & Pepper,9.3266854,123.3067436,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
Samsung,9.3224025,123.3118707,,customers,no,no,OpenStreetMap (Commercial)
Sans Rival,9.298448,123.3030286,,customers,no,no,OpenStreetMap (Commercial)
Sans Rival (Filinvest Mall),9.322682,123.312058,,customers,no,yes,User Provided (Bidet List)
Sans Rival (Robinsons Place),9.29825,123.30305,,customers,no,yes,User Provided (Bidet List)
Sans Rival - Bistro-Bar-Restaurant,9.3226438,123.3120696,,public,no,no,OpenStreetMap
Sans Rival Bistro,9.3079415,123.3095703,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Sans Rival Bistro (Boulevard),9.30798,123.3096,,customers,no,yes,User Provided (Bidet List)
"Sans Rival Cafė, The Henry Resort Dumaguete",9.327438,123.310187,N/A,customers,no,yes,User Provided (Bidet List v3)
Sans Rival Cakes & Pastries,9.307975,123.3093707,San Jose Street,customers,no,no,OpenStreetMap (Commercial)
Sans Rival Cakes & Pastries (San Jose Street),9.30803,123.30938,N/A,customers,no,yes,User Provided (Bidet List v3)
Sans Rival Cakes & Pastries (San Jose),9.30792,123.31115,,customers,no,yes,User Provided (Bidet List)
Sans Rival Cakes & Pastries | Robinsons Dumaguete,9.298662,123.303109,N/A,customers,no,yes,User Provided (Bidet List v3)
Sans Rival Marina Town (Filinvest Mall),9.32271,123.31208,N/A,public,no,yes,User Provided (Bidet List v3)
Santa Rosa Bakeshoppe,9.3035051,123.3060337,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
Santa Teresa,9.3183407,123.3033592,,customers,no,no,OpenStreetMap (Commercial)
Santa Teresa,9.3202954,123.3071825,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
Santillan Optical,9.3079958,123.3088516,,customers,no,no,OpenStreetMap (Commercial)
Santillan Optical Clinic,9.3039148,123.3077684,,customers,no,no,OpenStreetMap (Commercial)
Sarge by the Boulevard,9.3097807,123.3092399,,customers,no,no,OpenStreetMap (Commercial)
Save on Surplus,9.3037189,123.3075874,,customers,no,no,OpenStreetMap (Commercial)
SaveNa,9.3196284,123.2944949,E. J. Blanco Extension,customers,no,no,OpenStreetMap (Commercial)
Savemore,9.3233103,123.2975914,,customers,no,no,OpenStreetMap (Commercial)
Schoolman Copy Center,9.3100538,123.305802,,customers,no,no,OpenStreetMap (Commercial)
Scooby's,9.3104197,123.30713,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
Scooby's,9.3081939,123.3078779,,customers,no,no,OpenStreetMap (Commercial)
Scoobys,9.3094819,123.3054321,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Scuba Ventures,9.3163012,123.3074195,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
Security Bank,9.3104387,123.3072693,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
Senoritas Mexican Restaurant,9.2866468,123.2942239,,customers,no,no,OpenStreetMap (Commercial)
Sentro Auto Parts,9.3036604,123.3071168,,customers,no,no,OpenStreetMap (Commercial)
Sentro Auto Parts and Service Center,9.3036739,123.3074291,,customers,no,no,OpenStreetMap (Commercial)
Serene,9.3093125,123.3065482,San Juan Street,customers,no,no,OpenStreetMap (Commercial)
Sermilliom Store,9.3026397,123.30142,,customers,no,no,OpenStreetMap (Commercial)
Seven Monkeys Korean Supermarket,9.3016925,123.3042685,,customers,no,no,OpenStreetMap (Commercial)
Señor Juan,9.3269105,123.3026933,L. Rovira East Road,customers,no,no,OpenStreetMap (Commercial)
Shakey's,9.2988287,123.3031646,,customers,no,no,OpenStreetMap (Commercial)
"Shalom's Beauty, Health, & Skincare",9.3232478,123.2976632,,customers,no,no,OpenStreetMap (Commercial)
Shane's Collection,9.3094147,123.3080185,,customers,no,no,OpenStreetMap (Commercial)
Shao Bao,9.3102935,123.3078098,,customers,no,no,OpenStreetMap (Commercial)
Shell Select,9.2921336,123.2977222,,customers,no,no,OpenStreetMap (Commercial)
Shell Select,9.2922026,123.2978749,,customers,no,no,OpenStreetMap (Commercial)
Shell Shop,9.3189088,123.3002273,,customers,no,no,OpenStreetMap (Commercial)
Shoe Crew,9.3089683,123.3064879,Maria Christina Street,customers,no,no,OpenStreetMap (Commercial)
Si Senor,9.3274627,123.3104614,North Boulevard,customers,no,no,OpenStreetMap (Commercial)
Sideways Sports Bar,9.3013448,123.2995543,,customers,no,no,OpenStreetMap (Commercial)
Sierra Hotel,9.32161,123.30834,,customers,no,yes,OpenStreetMap (Commercial)
Silliman Anthropology Museum,9.310391,123.3064879,Silliman Avenue,public,no,no,OpenStreetMap (Commercial)
Silliman University Cafeteria,9.31145,123.30765,,customers,no,yes,User Provided (Bidet List)
Silliman University College of Arts and Sciences,9.31207,123.30677,,students/public,no,yes,User Provided (Bidet List)
Silliman University College of Business Administration,9.31268,123.30724,N/A,students/public,no,yes,User Provided (Bidet List v3)
Silliman University College of Business Administration (PWD Stalls),9.312909,123.3071,,students/public,no,yes,User Provided (Bidet List)
Silliman University Library,9.31363,123.30634,,students/public,no,yes,User Provided (Bidet List)
Silliman University Luce Auditorium,9.31331,123.30563,,students/public,no,yes,User Provided (Bidet List)
Silliman University Medical Center,9.31646,123.30424,Aldecoa Drive,students/public,no,yes,User Provided (Bidet List)
Silliman University Senior High School Building,9.3143,123.30535,,students/public,no,yes,User Provided (Bidet List)
Sintral,9.3101647,123.3091042,Rizal Avenue,customers,no,no,OpenStreetMap (Commercial)
Siomai King,9.2989591,123.3034725,,customers,no,no,OpenStreetMap (Commercial)
Sison's Painitan,9.3053053,123.306429,,customers,no,no,OpenStreetMap (Commercial)
Sizzlogan,9.3171424,123.3050113,,customers,no,no,OpenStreetMap (Commercial)
Skewers,9.2998481,123.3030324,,customers,no,no,OpenStreetMap (Commercial)
Skin Doctor,9.3171828,123.3026101,,customers,no,no,OpenStreetMap (Commercial)
Soban Korean Restaurant,9.3218088,123.2992921,,customers,no,no,OpenStreetMap (Commercial)
Sofia's Wine and Spirits,9.3194154,123.3069228,,customers,no,no,OpenStreetMap (Commercial)
Sol de Luna Cafe Restaurant Bar & Lounge,9.328437,123.308813,N/A,customers,no,yes,User Provided (Bidet List v3)
Sola Guesthouse,9.3257,123.30685,N/A,customers,no,yes,User Provided (Bidet List v3)
Solane,9.3189743,123.3003062,,customers,unknown,no,OpenStreetMap
Southstar Drug,9.3076838,123.3078009,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Southstar Drug,9.3037409,123.3077523,,customers,no,no,OpenStreetMap (Commercial)
Southstar Drug,9.3055839,123.3055619,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Spice Eat,9.3085285,123.308872,Santa Catalina Street,customers,no,no,OpenStreetMap (Commercial)
Squeeze It,9.3234865,123.2976003,,customers,no,no,OpenStreetMap (Commercial)
Sr. Pedro,9.3164558,123.3020482,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
St. Francis Pension House,9.3170547,123.3034762,,customers,no,no,OpenStreetMap (Commercial)
Sta. Monica Beach Club,9.277812,123.302437,N/A,customers,no,yes,User Provided (Bidet List v3)
Starbucks,9.306049,123.3101633,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Starbucks,9.3221969,123.299286,,customers,no,no,OpenStreetMap (Commercial)
StreetStyle Fried Chicken,9.3094008,123.3017118,,customers,no,no,OpenStreetMap (Commercial)
Streetside,9.3167923,123.3018696,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Sulit Budget Hotel,9.326158,123.3013151,L. Rovira East Road,customers,no,no,OpenStreetMap (Commercial)
SunDown RestoBar,9.2995818,123.3032063,,customers,no,no,OpenStreetMap (Commercial)
Super 50,9.2989027,123.303454,,customers,no,no,OpenStreetMap (Commercial)
Super Shuttle,9.3127154,123.3107723,,customers,no,no,OpenStreetMap (Commercial)
Sushi Unlimited,9.2989219,123.3034888,,customers,no,no,OpenStreetMap (Commercial)
Sweet Bites,9.3156216,123.3022645,,customers,no,no,OpenStreetMap (Commercial)
Sweet Corner,9.2986479,123.3032798,,customers,no,no,OpenStreetMap (Commercial)
Szaniszlo Convenience Store,9.3079222,123.2958663,,customers,no,no,OpenStreetMap (Commercial)
TAHG Printing Services,9.313022,123.3040217,,customers,no,no,OpenStreetMap (Commercial)
TEN EIGHTEEN BAKERY,9.3056663,123.3062843,,customers,no,no,OpenStreetMap (Commercial)
TGP,9.3067437,123.3051256,,customers,no,no,OpenStreetMap (Commercial)
TGP,9.3082074,123.3073718,,customers,no,no,OpenStreetMap (Commercial)
Tabuctubig Barangay Hall,9.3016593,123.3016051,Angatan Road,public,no,no,OpenStreetMap (Commercial)
Taclobo Barangay Hall,9.3142105,123.2894601,,public,no,no,OpenStreetMap (Commercial)
Taco Surf Steaks and Sushi Bar,9.3208128,123.3123794,,customers,no,no,OpenStreetMap (Commercial)
Tago Restobar and Cafe,9.3266705,123.3058016,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
Takuyaki Japanese Balls,9.2989387,123.3035076,,customers,no,no,OpenStreetMap (Commercial)
Talay Barangay Hall,9.2925399,123.2624937,,public,no,no,OpenStreetMap (Commercial)
Talay Health Center,9.2917988,123.2716038,,customers,no,no,OpenStreetMap (Commercial)
Tambayan Resto Bar,9.3257946,123.3110478,North Boulevard,customers,no,no,OpenStreetMap (Commercial)
Tambunting,9.3040995,123.3084782,Santa Catalina Street,customers,no,no,OpenStreetMap (Commercial)
Tambunting,9.3091499,123.307691,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Tanzy Tristan Salon,9.3178566,123.3071205,,customers,no,yes,User Provided (Bidet List)
Taste Buds Snack Stop,9.3212091,123.2954628,,customers,no,no,OpenStreetMap (Commercial)
Tavern Bar Beria,9.3073101,123.3065157,,customers,no,no,OpenStreetMap (Commercial)
Tañon Cycle Dumaguete,9.3174445,123.3013449,,customers,no,no,OpenStreetMap (Commercial)
Tech Town,9.3070952,123.3085617,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
Tectronics,9.3095834,123.3091764,San Juan Street,customers,no,no,OpenStreetMap (Commercial)
Ten Eighteen Bakery,9.3140675,123.2924132,Larena Drive,customers,no,no,OpenStreetMap (Commercial)
Ten Eighteen Bakery,9.3028838,123.31093,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Tender Juicy,9.3232091,123.2976765,,customers,no,no,OpenStreetMap (Commercial)
Terminal Dauin,9.3046862,123.3075695,,customers,no,no,OpenStreetMap (Commercial)
Terminal Fee,9.3128176,123.3108687,,customers,no,no,OpenStreetMap (Commercial)
The Apartment 5,9.31858,123.30701,,public/customers,unknown,yes,User Provided (Bidet List)
The Baly Oriental Hotel,9.321641,123.3073524,Hibbard Avenue,customers,no,no,OpenStreetMap (Commercial)
The Bean Connection,9.3104204,123.3071484,Silliman Avenue,customers,no,no,OpenStreetMap (Commercial)
The Bean Connection,9.3082154,123.3078763,,customers,no,no,OpenStreetMap (Commercial)
The Breakroom  Cafe,9.3079731,123.3083254,San Jose Street,customers,no,no,OpenStreetMap (Commercial)
The Bricks Hotel,9.3102518,123.3090358,,customers,no,no,OpenStreetMap (Commercial)
The Coffee Bean & Tea Leaf,9.31994,123.31244,,customers,no,yes,User Provided (Bidet List)
The Henry Resort,9.32738,123.31028,,public/customers,unknown,yes,User Provided (Bidet List)
The Jealous Tomato Ukay2x,9.3147645,123.2977651,Diego De La Viña Road,customers,no,no,OpenStreetMap (Commercial)
The L.A.B.,9.307647,123.3095654,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
The Market Place,9.2992901,123.306045,,customers,no,no,OpenStreetMap (Commercial)
The Pawnshop Bar,9.321312,123.310438,N/A,customers,no,yes,User Provided (Bidet List v3)
The Rollin Pin,9.311935,123.3078489,,customers,no,no,OpenStreetMap (Commercial)
The Rural Bank of Rizal,9.2996971,123.3061675,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Tiffles,9.3262572,123.2978526,,customers,no,no,OpenStreetMap (Commercial)
Tiiny Supershop,9.3200897,123.2969017,,customers,no,no,OpenStreetMap (Commercial)
Tiki,9.3233668,123.3117969,Flores Avenue Extension,customers,no,no,OpenStreetMap (Commercial)
Tikk a Bite,9.3098256,123.3048476,,customers,no,no,OpenStreetMap (Commercial)
Tinto,9.3214311,123.3085364,,customers,no,no,OpenStreetMap (Commercial)
Tiptop Hotel,9.2970575,123.3012036,,customers,no,no,OpenStreetMap (Commercial)
Toby's Sports,9.2984081,123.3040009,,customers,no,no,OpenStreetMap (Commercial)
Tocino Country,9.3130023,123.3096389,,customers,no,no,OpenStreetMap (Commercial)
Tops & Bottoms,9.3066963,123.3081705,Bishop Epifanio B. Surban Street,customers,no,no,OpenStreetMap (Commercial)
Total Wellness Spa,9.3081342,123.3059738,,customers,no,no,OpenStreetMap (Commercial)
Touch Up Motors Dumaguete,9.3066554,123.3004874,,customers,no,no,OpenStreetMap (Commercial)
Tourism Information Center,9.3125059,123.3104137,,public,no,no,OpenStreetMap (Commercial)
Tourist Information,9.3054703,123.3087335,Rizal Boulevard,public,no,no,OpenStreetMap (Commercial)
Tourist Information,9.3065515,123.3102793,,public,no,no,OpenStreetMap (Commercial)
Toys Republic,9.3045892,123.3087838,,customers,no,no,OpenStreetMap (Commercial)
Travelers Map,9.3128219,123.3107864,,public,no,no,OpenStreetMap (Commercial)
Travis Travel & Tours,9.3199426,123.2956919,E. J. Blanco Extension,customers,no,no,OpenStreetMap (Commercial)
Tres Bistro,9.31788,123.30714,,customers,no,yes,User Provided (Bidet List)
Triple A Motorparts,9.3054362,123.3049655,Jose Pro Teves Street,customers,no,no,OpenStreetMap (Commercial)
Triple ACC,9.3101641,123.3069258,,customers,no,no,OpenStreetMap (Commercial)
Twenty six thirteen Motorparts,9.3187381,123.3008809,Veterans Avenue,customers,no,no,OpenStreetMap (Commercial)
Twilight Hub Internet Cafe,9.3209122,123.3037461,,customers,no,no,OpenStreetMap (Commercial)
Tyson Grocery and Bakeshoppe,9.3272125,123.3069623,,customers,no,no,OpenStreetMap (Commercial)
U-Wash Laundromat,9.3065164,123.2999786,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
UCC Café Terrace,9.3222646,123.3121017,,public/customers,unknown,yes,User Provided (Bidet List)
Uncle John's,9.300545,123.2947261,,customers,no,no,OpenStreetMap (Commercial)
Uncle John's,9.3167384,123.3044683,,customers,no,no,OpenStreetMap (Commercial)
UnionBank,9.309132,123.305716,,customers,no,no,OpenStreetMap (Commercial)
Uniqlo,9.2983152,123.3028083,,customers,no,no,OpenStreetMap (Commercial)
United Lucky Horse Motors,9.2969498,123.3013229,Lamberto Macias Avenue,customers,no,no,OpenStreetMap (Commercial)
United Motoaliance Network Inc.,9.3036875,123.3060755,Santa Rosa Street,customers,no,no,OpenStreetMap (Commercial)
Unitop,9.3066664,123.3075201,,customers,no,no,OpenStreetMap (Commercial)
Unitop Dumaguete,9.3040742,123.3042192,Senator Lorenzo G. Teves Extension,customers,no,no,OpenStreetMap (Commercial)
University Supplies & Bookstore,9.3057155,123.3000321,,customers,no,no,OpenStreetMap (Commercial)
Unwnd Boutique Hotel,9.3291539,123.2906945,Capitan De Leon Drive,customers,no,no,OpenStreetMap (Commercial)
Uymatiao Trading Corporation,9.3071023,123.307778,Governor Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Uzumaki,9.3071192,123.3051062,Doctor Vicente Locsin Street,customers,no,no,OpenStreetMap (Commercial)
V Box,9.3230367,123.3118262,,customers,no,no,OpenStreetMap (Commercial)
Veling's Painitan,9.3055856,123.3064146,,customers,no,no,OpenStreetMap (Commercial)
Vente20Vente20,9.3072217,123.3075545,,customers,no,no,OpenStreetMap (Commercial)
Vernas Orchid Farm,9.3027778,123.2638229,,customers,no,no,OpenStreetMap (Commercial)
Vero Massage Clinic & Spa,9.3267257,123.3046445,,customers,no,no,OpenStreetMap (Commercial)
Veron Store,9.3106271,123.2745096,,customers,no,no,OpenStreetMap (Commercial)
Veterans Bank,9.3092915,123.3074346,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Vicky Santiago Optical Clinic,9.3084503,123.3075424,,customers,no,no,OpenStreetMap (Commercial)
Viet Nom,9.3168892,123.3055765,,customers,no,no,OpenStreetMap (Commercial)
Villa Shangri-La,9.2824734,123.2714298,Acsat/Habitat Road,customers,no,no,OpenStreetMap (Commercial)
Vintage Inn,9.3065874,123.3059259,Bishop Epifanio B. Surban Street,customers,no,no,OpenStreetMap (Commercial)
WAW Art Frame,9.3109023,123.3047033,,customers,no,no,OpenStreetMap (Commercial)
WOOF K9 Supplies,9.3108537,123.3047025,,customers,no,no,OpenStreetMap (Commercial)
Waffle Time,9.3234049,123.2976242,,customers,no,no,OpenStreetMap (Commercial)
Waffle Time,9.3229245,123.3118567,,customers,no,no,OpenStreetMap (Commercial)
Waffle Time,9.2988927,123.3034982,,customers,no,no,OpenStreetMap (Commercial)
Water Depot,9.3199151,123.3072155,,customers,no,no,OpenStreetMap (Commercial)
Watsons,9.3237047,123.2984178,,customers,no,no,OpenStreetMap (Commercial)
Watsons,9.3090261,123.3094317,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Watsons,9.306425,123.305725,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Watsons,9.3226616,123.3118281,,customers,no,no,OpenStreetMap (Commercial)
Watsons,9.2979565,123.3042017,,customers,no,no,OpenStreetMap (Commercial)
Wealth Bank,9.3004753,123.3070466,Governor M. F. Perdices Street,customers,no,no,OpenStreetMap (Commercial)
Wee Motorparts,9.3041621,123.3053739,Acias Pinili Street,customers,no,no,OpenStreetMap (Commercial)
West Lake Tires,9.2899862,123.2964755,,customers,no,no,OpenStreetMap (Commercial)
Whale Bone Museum,9.3308241,123.3095377,,public,no,no,OpenStreetMap (Commercial)
Whatever,9.3203676,123.3124429,,customers,no,no,OpenStreetMap (Commercial)
Why Not? Dumaguete,9.3075588,123.3097137,Rizal Boulevard,customers,no,no,OpenStreetMap (Commercial)
Worldview Inn,9.3097117,123.3075024,,customers,no,no,OpenStreetMap (Commercial)
Wow Travel and Tours,9.3029406,123.3054827,Mayor Ramon T. Pastor Sr. Street,customers,no,no,OpenStreetMap (Commercial)
Wow hotel,9.3250424,123.3070427,,customers,no,no,OpenStreetMap (Commercial)
WrkPod Downtown,9.308441,123.3080518,N/A,customers,no,yes,User Provided (Bidet List v3)
Wrkpod (HQ/Downtown),9.30811,123.3077,,public/customers,unknown,yes,User Provided (Bidet List)
Wrkpod (Northside),9.32841,123.29611,,public/customers,unknown,yes,User Provided (Bidet List)
Wrkpod HQ,9.31125,123.29875,N/A,customers,no,yes,User Provided (Bidet List v3)
Wrkpod Northside,9.328563,123.296063,N/A,customers,no,yes,User Provided (Bidet List v3)
Wyp,9.3290301,123.2907086,,customers,no,no,OpenStreetMap (Commercial)
X-IQ Bookstore,9.3070318,123.3070289,,customers,no,no,OpenStreetMap (Commercial)
